FISBN,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-919-4,_TITLE_,Tiana Reyes-Blenderson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-920-0,_TITLE_,Adaeza Igbo,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-921-7,_TITLE_,Zainab Hsien,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-922-4,_TITLE_,Fauna Laquandisha Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-923-1,_TITLE_,Stacey Qadar,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-924-8,_TITLE_,Daria Wallace,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-925-5,_TITLE_,Olga Stonestreet,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-926-2,_TITLE_,Zora McQuowm,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-927-9,_TITLE_,Jupiter Jones,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-928-6,_TITLE_,Kemi Obunde,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-929-3,_TITLE_,Vina Leonards,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-930-9,_TITLE_,"Dr. Samah El-Fatihi, M.D.",_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-931-6,_TITLE_,Steve Kneipp,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-932-3,_TITLE_,Luisa Juanita Gomez,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-933-0,_TITLE_,Francisca Fioretti,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-934-7,_TITLE_,Quincy Quonsett,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-935-4,Quick Notes: William Wells Brown,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-936-1,_TITLE_,Barbara Quincy,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-937-8,_TITLE_,Mattie Hayward,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-938-5,_TITLE_,Valeria Lopez,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-939-2,_TITLE_,Glurga Zpanak,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-940-8,_TITLE_,Raymonda Tovey-Johnson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-941-5,_TITLE_,Clotilda Florida,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-942-2,_TITLE_,Olla Hammoud,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-943-9,_TITLE_,Paula Straiton,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-944-6,_TITLE_,Aaron Dean Morgan,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-945-3,_TITLE_,Lala Morgenstern,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-946-0,_TITLE_,Wanda Polska,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-947-7,_TITLE_,Obinna Phillips,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-948-4,_TITLE_,Alma Czerna,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-949-1,_TITLE_,Hillary Yee,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-950-7,Quick Notes: Hannah Crafts,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-951-4,_TITLE_,Umbert Strom,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-952-1,_TITLE_,Finn Freeman,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-953-8,_TITLE_,Quigley Mercator,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-954-5,_TITLE_,Robbie Plank,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-955-2,_TITLE_,Bertram Stamps,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-956-9,_TITLE_,Mary Elizabeth Sims,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-957-6,_TITLE_,Xenia Johnson Jackson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-958-3,_TITLE_,Bobby Hill,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-959-0,_TITLE_,Mark Petrel,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-960-6,_TITLE_,Marge Simpson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-961-3,_TITLE_,Gabriela Goodwin,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-962-0,_TITLE_,Robert Robertson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-963-7,_TITLE_,Charlesetta Romaine,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-964-4,Quick Notes: Elizabeth Barrett Browning,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-965-1,_TITLE_,Nina Hao,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-966-8,_TITLE_,Wanda Wrzszczek,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-967-5,_TITLE_,Hanson Handel,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-968-2,Star Trek: The Nation Building Conundrum,Jesús María Peña,_COAUTHORS_,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-969-9,Star Trek: Twenty Light Years to Life,Jesús María Peña,_COAUTHORS_,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-970-5,_TITLE_,Solida Williams,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-971-2,_TITLE_,Damar Watson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-972-9,_TITLE_,Eugenio Sombras,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-973-6,_TITLE_,Quentis Vargas,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-974-3,_TITLE_,Blanca Valles,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-975-0,Star Trek: Signals of Consciousness,Jesús María Peña,_COAUTHORS_,2022,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-976-7,_TITLE_,Maria Knoblauch,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-977-4,_TITLE_,Xena Bullworth-Campanella,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-978-1,_TITLE_,N'namdi Ebunolowa,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-979-8,_TITLE_,Billiam Postopoli,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-980-4,_TITLE_,Umbert Strom,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-981-1,Quick Notes: Jane Austen,Songlian Wu,_COAUTHORS_,2022,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-982-8,_TITLE_,Vana Too,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-983-5,_TITLE_,Grace Chen,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-984-2,_TITLE_,Henry Okungbanwe,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-985-9,_TITLE_,Sharon Moreland,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-986-6,_TITLE_,Clara Maria Hernandez,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-987-3,_TITLE_,Norah Pass Jackson,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-988-0,_TITLE_,Yolanda Burridge Green,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-989-7,_TITLE_,Bobby Hill,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-990-3,_TITLE_,Mohammad bin Kadar,_COAUTHORS_,2022,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-991-0,_TITLE_,Quincy Washington,_COAUTHORS_,2023,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-992-7,_TITLE_,Hannah Housemont,_COAUTHORS_,2023,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-993-4,_TITLE_,Susan Seabridges,_COAUTHORS_,2023,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-994-1,_TITLE_,David Sanders,_COAUTHORS_,2023,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-995-8,Quick Notes: Charlotte Brontë,Songlian Wu,_COAUTHORS_,2023,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-996-5,_TITLE_,_AUTHOR_,_COAUTHORS_,2023,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-997-2,"Star Trek: Last Call, Morn",Jesús María Peña,_COAUTHORS_,2023,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-998-9,COVID-19: Light at the End of the Tunnel,"Dr. Romancepreet Kaur, M.D.",_COAUTHORS_,2023,Nonfiction,Health,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-999-6,Quick Notes: Emily Brontë,Songlian Wu,_COAUTHORS_,2023,Nonfiction,Literature,Literary analysis,Paperback,$18.99
